"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Goblet Squat",,"",4,"normal",16,10,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Goblet Squat",,"",5,"normal",16,12,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Swing",,"",0,"normal",16,12,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Swing",,"",1,"normal",16,12,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Swing",,"",2,"normal",16,12,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Swing",,"",3,"normal",16,12,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Swing",,"",4,"normal",16,12,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Kettlebell Swing",,"",5,"normal",16,16,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Gorilla Row (Kettlebell)",,"",0,"normal",16,16,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Gorilla Row (Kettlebell)",,"",1,"normal",16,16,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Gorilla Row (Kettlebell)",,"",2,"normal",16,16,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Gorilla Row (Kettlebell)",,"",3,"normal",16,16,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Burpee",,"",0,"normal",,6,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Burpee",,"",1,"normal",,6,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Burpee",,"",2,"normal",,6,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Burpee",,"",3,"normal",,6,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Burpee",,"",4,"normal",,5,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Burpee",,"",5,"normal",,5,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","Burpee",,"",6,"normal",,5,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","High Knees",,"",0,"normal",,20,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","High Knees",,"",1,"normal",,20,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","High Knees",,"",2,"normal",,20,,,
"Morning workout ☀️","28 Nov 2025, 07:27","28 Nov 2025, 07:47","","High Knees",,"",3,"normal",,20,,,
"Morning workout ☀️","27 Nov 2025, 08:38","27 Nov 2025, 08:43","","Kettlebell Goblet Squat",,"",0,"normal",16,8,,,
"Morning workout ☀️","27 Nov 2025, 08:38","27 Nov 2025, 08:43","","Kettlebell Goblet Squat",,"",1,"normal",20,8,,,
"Morning workout ☀️","27 Nov 2025, 08:38","27 Nov 2025, 08:43","","Kettlebell Goblet Squat",,"",2,"normal",36,3,,,
"Morning workout ☀️","27 Nov 2025, 08:38","27 Nov 2025, 08:43","","Kettlebell Goblet Squat",,"",3,"normal",36,6,,,
"Morning workout ☀️","27 Nov 2025, 08:38","27 Nov 2025, 08:43","","Kettlebell Swing",,"",0,"normal",16,10,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",0,"normal",28,10,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",1,"normal",28,10,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",2,"normal",32,6,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",3,"normal",32,6,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",4,"normal",32,6,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",5,"normal",40,4,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",6,"normal",40,4,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",7,"normal",40,4,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",8,"normal",48,2,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",9,"normal",48,2,,,
"Morning workout ☀️","26 Nov 2025, 06:58","26 Nov 2025, 07:20","","Kettlebell Goblet Squat",,"",10,"normal",48,2,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Shoulder Press",,"",0,"normal",16,2,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Shoulder Press",,"",1,"normal",16,2,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Shoulder Press",,"",2,"normal",16,2,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Shoulder Press",,"",3,"normal",16,4,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Goblet Squat",,"",0,"normal",16,4,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Goblet Squat",,"",1,"normal",16,6,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Goblet Squat",,"",2,"normal",16,8,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Goblet Squat",,"",3,"normal",16,4,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Curl",,"",0,"normal",16,10,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Curl",,"",1,"normal",20,4,,,
"Morning workout ☀️","25 Nov 2025, 08:29","25 Nov 2025, 08:35","","Kettlebell Curl",,"",2,"normal",14,9,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",0,"normal",12,8,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",1,"normal",12,8,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",2,"normal",12,10,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",3,"normal",12,10,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",4,"normal",12,10,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",5,"normal",12,10,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",6,"normal",14,7,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",7,"normal",14,7,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",8,"normal",14,7,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",9,"normal",14,7,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",10,"normal",12,9,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",11,"normal",12,10,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Clean",,"",0,"normal",16,2,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Clean",,"",1,"normal",16,3,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Clean",,"",2,"normal",16,4,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Clean",,"",3,"normal",16,5,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Clean",,"",4,"normal",16,6,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Clean",,"",5,"normal",16,7,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Clean",,"",6,"normal",16,8,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Goblet Squat",,"",0,"normal",16,2,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Goblet Squat",,"",1,"normal",16,3,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Goblet Squat",,"",2,"normal",16,4,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Goblet Squat",,"",3,"normal",16,5,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Goblet Squat",,"",4,"normal",16,6,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Goblet Squat",,"",5,"normal",16,7,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Swing",,"",0,"normal",16,2,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Swing",,"",1,"normal",16,3,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Swing",,"",2,"normal",16,4,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Swing",,"",3,"normal",16,5,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Swing",,"",4,"normal",16,6,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Kettlebell Swing",,"",5,"normal",16,7,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Bicycle Crunch Raised Legs",,"",0,"normal",,8,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Bicycle Crunch Raised Legs",,"",1,"normal",,12,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Bicycle Crunch Raised Legs",,"",2,"normal",,16,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Bicycle Crunch Raised Legs",,"",3,"normal",,20,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Bicycle Crunch Raised Legs",,"",4,"normal",,24,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Bicycle Crunch Raised Legs",,"",5,"normal",,28,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Bicycle Crunch Raised Legs",,"",6,"normal",,32,,,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Hollow Rock",,"",0,"normal",,,,4,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Hollow Rock",,"",1,"normal",,,,6,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Hollow Rock",,"",2,"normal",,,,8,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Hollow Rock",,"",3,"normal",,,,10,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Hollow Rock",,"",4,"normal",,,,12,
"Morning workout ☀️","19 Nov 2025, 07:24","19 Nov 2025, 07:49","","Hollow Rock",,"",5,"normal",,,,14,
"Morning workout ☀️","18 Nov 2025, 09:06","18 Nov 2025, 09:13","","Kettlebell Swing",,"",0,"normal",20,15,,,
"Morning workout ☀️","18 Nov 2025, 09:06","18 Nov 2025, 09:13","","Kettlebell Swing",,"",1,"normal",20,15,,,
"Morning workout ☀️","18 Nov 2025, 09:06","18 Nov 2025, 09:13","","Kettlebell Swing",,"",2,"normal",20,10,,,
"Morning workout ☀️","18 Nov 2025, 09:06","18 Nov 2025, 09:13","","Kettlebell Swing",,"",3,"normal",20,15,,,
"Morning workout ☀️","18 Nov 2025, 09:06","18 Nov 2025, 09:13","","Kettlebell Goblet Squat",,"",0,"normal",20,5,,,
"Morning workout ☀️","18 Nov 2025, 09:06","18 Nov 2025, 09:13","","Kettlebell Shoulder Press",,"",0,"normal",20,2,,,
"Morning workout ☀️","18 Nov 2025, 09:06","18 Nov 2025, 09:13","","Kettlebell Shoulder Press",,"",1,"normal",20,2,,,
"Morning workout ☀️","17 Nov 2025, 07:58","17 Nov 2025, 08:16","","Kettlebell Goblet Squat",,"",0,"normal",28,5,,,
"Morning workout ☀️","17 Nov 2025, 07:58","17 Nov 2025, 08:16","","Kettlebell Goblet Squat",,"",1,"normal",28,5,,,
"Morning workout ☀️","17 Nov 2025, 07:58","17 Nov 2025, 08:16","","Kettlebell Goblet Squat",,"",2,"normal",32,10,,,
"Morning workout ☀️","17 Nov 2025, 07:58","17 Nov 2025, 08:16","","Kettlebell Goblet Squat",,"",3,"normal",32,10,,,
"Morning workout ☀️","17 Nov 2025, 07:58","17 Nov 2025, 08:16","","Kettlebell Goblet Squat",,"",4,"normal",32,10,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Gorilla Row (Kettlebell)",,"",0,"normal",32,5,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Gorilla Row (Kettlebell)",,"",1,"normal",32,10,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Gorilla Row (Kettlebell)",,"",2,"normal",32,10,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Gorilla Row (Kettlebell)",,"",3,"normal",32,10,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Kettlebell Swing",,"",0,"normal",20,12,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Kettlebell Swing",,"",1,"normal",20,12,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Kettlebell Swing",,"",2,"normal",20,12,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Kettlebell Swing",,"",3,"normal",20,12,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Kettlebell Swing",,"",4,"normal",20,15,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Kettlebell Swing",,"",5,"normal",20,15,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Burpee",,"",0,"normal",,5,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Burpee",,"",1,"normal",,5,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Burpee",,"",2,"normal",,6,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Burpee",,"",3,"normal",,6,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Burpee",,"",4,"normal",,6,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Burpee",,"",5,"normal",,8,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Jump Squat",,"",0,"normal",,5,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Jump Squat",,"",1,"normal",,5,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Jump Squat",,"",2,"normal",,6,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Jump Squat",,"",3,"normal",,6,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Jump Squat",,"",4,"normal",,6,,,
"Morning workout ☀️","14 Nov 2025, 07:36","14 Nov 2025, 08:08","","Squat (Bodyweight)",,"",0,"normal",,8,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",0,"normal",16,10,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",1,"normal",16,8,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Shoulder Press",,"",2,"normal",16,2,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Goblet Squat",,"",0,"normal",16,10,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Goblet Squat",,"",1,"normal",16,10,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Triceps Extension (Dumbbell)",,"",0,"normal",5,10,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Triceps Extension (Dumbbell)",,"",1,"normal",5,10,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Triceps Extension (Dumbbell)",,"",2,"normal",5,10,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Triceps Extension (Dumbbell)",,"",3,"normal",5,10,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Halo",,"",0,"normal",12,5,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Halo",,"",1,"normal",12,5,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Swing",,"",0,"normal",16,20,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Swing",,"",1,"normal",16,20,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Swing",,"",2,"normal",16,20,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Swing",,"",3,"normal",16,20,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Kettlebell Swing",,"",4,"normal",16,20,,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Farmers Walk",,"",0,"normal",36,,0.04,,
"Morning workout ☀️","13 Nov 2025, 07:24","13 Nov 2025, 07:49","","Farmers Walk",,"",1,"normal",36,,0.04,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Goblet Squat",,"",0,"normal",16,8,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Goblet Squat",,"",1,"normal",16,8,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Goblet Squat",,"",2,"normal",32,6,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Goblet Squat",,"",3,"normal",32,17,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Goblet Squat",,"",4,"normal",32,13,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Curl",,"",0,"normal",16,6,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Curl",,"",1,"normal",14,10,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Curl",,"",2,"normal",12,3,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Curl",,"",3,"normal",16,4,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Curl",,"",4,"normal",14,9,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Curl",,"",5,"normal",16,4,,,
"Afternoon workout 💪","12 Nov 2025, 14:19","12 Nov 2025, 14:50","","Kettlebell Curl",,"",6,"normal",14,6,,,
"Morning workout ☀️","11 Nov 2025, 07:56","11 Nov 2025, 08:06","","Thruster (Kettlebell)",,"",0,"normal",16,7,,,
"Morning workout ☀️","11 Nov 2025, 07:56","11 Nov 2025, 08:06","","Thruster (Kettlebell)",,"",1,"normal",16,6,,,
"Morning workout ☀️","11 Nov 2025, 07:56","11 Nov 2025, 08:06","","Kettlebell Curl",,"",0,"normal",16,7,,,
"Morning workout ☀️","11 Nov 2025, 07:56","11 Nov 2025, 08:06","","Kettlebell Curl",,"",1,"normal",16,7,,,
"Morning workout ☀️","11 Nov 2025, 07:56","11 Nov 2025, 08:06","","Kettlebell Swing",,"",0,"normal",20,15,,,
"Morning workout ☀️","11 Nov 2025, 07:56","11 Nov 2025, 08:06","","Kettlebell Swing",,"",1,"normal",20,15,,,
"Morning workout ☀️","11 Nov 2025, 07:56","11 Nov 2025, 08:06","","Kettlebell Swing",,"",2,"normal",20,10,,,
"Morning workout ☀️","11 Nov 2025, 07:56","11 Nov 2025, 08:06","","Kettlebell Swing",,"",3,"normal",20,10,,,
"Morning workout ☀️","10 Nov 2025, 07:19","10 Nov 2025, 07:56","","Kettlebell Goblet Squat",,"",0,"normal",16,8,,,
"Morning workout ☀️","10 Nov 2025, 07:19","10 Nov 2025, 07:56","","Kettlebell Goblet Squat",,"",1,"normal",16,8,,,
"Morning workout ☀️","10 Nov 2025, 07:19","10 Nov 2025, 07:56","","Kettlebell Goblet Squat",,"",2,"normal",32,8,,,
"Morning workout ☀️","10 Nov 2025, 07:19","10 Nov 2025, 07:56","","Kettlebell Goblet Squat",,"",3,"normal",32,8,,,
"Morning workout ☀️","10 Nov 2025, 07:19","10 Nov 2025, 07:56","","Kettlebell Goblet Squat",,"",4,"normal",32,8,,,
"Morning workout ☀️","10 Nov 2025, 07:19","10 Nov 2025, 07:56","","Kettlebell Goblet Squat",,"",5,"normal",32,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Gorilla Row (Kettlebell)",,"",0,"normal",32,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Gorilla Row (Kettlebell)",,"",1,"normal",32,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Gorilla Row (Kettlebell)",,"",2,"normal",32,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Gorilla Row (Kettlebell)",,"",3,"normal",32,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Jump Squat",,"",0,"normal",,5,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Jump Squat",,"",1,"normal",,5,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Jump Squat",,"",2,"normal",,5,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Squat (Bodyweight)",,"",0,"normal",,10,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Squat (Bodyweight)",,"",1,"normal",,10,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Squat (Bodyweight)",,"",2,"normal",,10,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Squat (Bodyweight)",,"",3,"normal",,10,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Squat (Bodyweight)",,"",4,"normal",,5,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Squat (Bodyweight)",,"",5,"normal",,5,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Squat (Bodyweight)",,"",6,"normal",,5,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Kneeling Push Up",,"",0,"normal",,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Kneeling Push Up",,"",1,"normal",,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Kneeling Push Up",,"",2,"normal",,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Kneeling Push Up",,"",3,"normal",,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Kneeling Push Up",,"",4,"normal",,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Kneeling Push Up",,"",5,"normal",,8,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Bicycle Crunch Raised Legs",,"",0,"normal",,20,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Bicycle Crunch Raised Legs",,"",1,"normal",,20,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Bicycle Crunch Raised Legs",,"",2,"normal",,20,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Bicycle Crunch Raised Legs",,"",3,"normal",,20,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Bicycle Crunch Raised Legs",,"",4,"normal",,20,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Bicycle Crunch Raised Legs",,"",5,"normal",,20,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Mountain Climber",,"",0,"normal",,12,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Mountain Climber",,"",1,"normal",,12,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Mountain Climber",,"",2,"normal",,12,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Mountain Climber",,"",3,"normal",,12,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Mountain Climber",,"",4,"normal",,12,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Mountain Climber",,"",5,"normal",,12,,,
"Afternoon workout 💪","7 Nov 2025, 13:29","7 Nov 2025, 14:01","","Mountain Climber",,"",6,"normal",,12,,,
"Late night workout 🌙","6 Nov 2025, 23:35","6 Nov 2025, 23:46","","Kettlebell Goblet Squat",,"",0,"normal",16,10,,,
